id,question,response_relevancy,faithfulness,context_precision,context_recall,consistency,overall_score,retrieved_context_count,missing_inputs
針對備份機制，規範建議考量的「3-2-1 備份原則」具體內容為何？,針對備份機制，規範建議考量的「3-2-1 備份原則」具體內容為何？,0.8132178783416748,0.7629504402478536,1.0,0.7598633766174316,,0.83400792380174,5,
證券商在規劃備援機房時，對於地點與場所的選擇有何建議原則以降低風險？,證券商在規劃備援機房時，對於地點與場所的選擇有何建議原則以降低風險？,0.8079187870025635,0.6663868874311447,1.0,0.7338888645172119,,0.80204863473773,5,
證券商應如何辦理資訊作業韌性的認知及能力訓練，其目標為何？,證券商應如何辦理資訊作業韌性的認知及能力訓練，其目標為何？,0.7682521939277649,0.7045434474945068,1.0,0.8035686016082764,,0.819091060757637,5,
證券商在運用 AI 技術與客戶直接互動時，應如何落實「透明性」原則？,證券商在運用 AI 技術與客戶直接互動時，應如何落實「透明性」原則？,0.7498452663421631,0.7718192537625631,1.0,0.6957226991653442,,0.8043468048175176,5,
針對 AI 技術的「系統穩健性與安全性」，證券商在模型訓練階段應注意哪些事項？,針對 AI 技術的「系統穩健性與安全性」，證券商在模型訓練階段應注意哪些事項？,0.7456710934638977,0.6553222934405009,1.0,0.7146549224853516,,0.7789120773474375,5,
根據規範，金融機構應如何管理物聯網設備的「初始密碼」？,根據規範，金融機構應如何管理物聯網設備的「初始密碼」？,0.8178526759147644,0.7770905047655106,1.0,0.78077632188797,,0.8439298756420612,5,
對於以無線方式連接網路的物聯網設備，規範要求應採取哪些綁定或加密機制？,對於以無線方式連接網路的物聯網設備，規範要求應採取哪些綁定或加密機制？,0.8139727711677551,0.8162778913974762,1.0,0.9098936319351196,,0.8850360736250877,5,
金融機構在執行「營運衝擊分析（BIA）」後，應產出哪些關鍵的分析結果？,金融機構在執行「營運衝擊分析（BIA）」後，應產出哪些關鍵的分析結果？,0.8242570161819458,0.839121401309967,1.0,0.5438470393419266,,0.8018063642084599,5,
針對核心資通系統供應商的營運持續計畫，金融機構應如何進行審查與風險評估？,針對核心資通系統供應商的營運持續計畫，金融機構應如何進行審查與風險評估？,0.8559972643852234,0.8039235174655914,1.0,0.7242652972539266,,0.8460465197761854,5,
在「營運環境管理」方面，對於人員離調職時的權限處理有何時效性規定？,在「營運環境管理」方面，對於人員離調職時的權限處理有何時效性規定？,0.7792878746986389,0.8176400661468506,1.0,0.778302788734436,,0.8438076823949814,5,
針對「連續假期」的資安防護，基準要求金融機構應評估並執行哪些事項？,針對「連續假期」的資安防護，基準要求金融機構應評估並執行哪些事項？,0.8483333587646484,0.8351255456606547,1.0,0.8786536753177643,,0.8905281449357668,5,
銀行在受理法人客戶申辦電子簽名時，對於「簽署人」的指派有何安全設計要求？,銀行在受理法人客戶申辦電子簽名時，對於「簽署人」的指派有何安全設計要求？,0.8156522512435913,0.7849058389663697,1.0,0.8732699155807495,,0.8684570014476776,5,
根據規範，電子簽名私鑰儲存於「客戶端」與儲存於「銀行端」在應用範圍上有何差異？,根據規範，電子簽名私鑰儲存於「客戶端」與儲存於「銀行端」在應用範圍上有何差異？,0.8735930919647217,0.7546314477920533,1.0,0.9392976760864258,,0.8918805539608001,5,
行動應用程式（App）在偵測到行動裝置疑似遭破解（如 Root 或 Jailbreak）時，應採取哪些限制措施？,行動應用程式（App）在偵測到行動裝置疑似遭破解（如 Root 或 Jailbreak）時，應採取哪些限制措施？,0.8103804588317871,0.8811748027801514,1.0,0.7193529307842255,,0.852727048099041,5,
針對 App 的「金鑰保護」，規範要求應採用哪些技術（如硬體安全元件或軟體保護技術）？,針對 App 的「金鑰保護」，規範要求應採用哪些技術（如硬體安全元件或軟體保護技術）？,0.7961480021476746,0.7104073564211527,1.0,0.7116672992706299,,0.8045556644598643,5,
根據基準，電子銀行業務的交易指示如何區分為「高風險交易」與「低風險交易」？,根據基準，電子銀行業務的交易指示如何區分為「高風險交易」與「低風險交易」？,0.8342316746711731,0.845945417881012,1.0,0.7278344035148621,,0.8520028740167618,5,
針對「非約定轉帳交易」，基準對於透過網際網路辦理的低風險交易限額（每筆、每日、每月）有何規定？,針對「非約定轉帳交易」，基準對於透過網際網路辦理的低風險交易限額（每筆、每日、每月）有何規定？,0.8485592603683472,0.9143692255020142,1.0,0.9286175966262817,,0.9228865206241608,5,
根據第二條，適用本規範的「資訊服務」具體包含哪三種服務形態？,根據第二條，適用本規範的「資訊服務」具體包含哪三種服務形態？,0.8679521083831787,0.7597097754478455,0.8666666666666667,0.639504611492157,,0.783458290497462,5,
第四條規定，若委託開發項目涉及核心資通系統，其專案成員應有哪類專業人員參與以協助管理風險？,第四條規定，若委託開發項目涉及核心資通系統，其專案成員應有哪類專業人員參與以協助管理風險？,0.8148738145828247,0.7378631830215454,1.0,0.7609891891479492,,0.8284315466880798,5,
規範中對於「平台即服務 (PaaS)」的定義為何？承租人對作業系統擁有何種程度的掌控權？,規範中對於「平台即服務 (PaaS)」的定義為何？承租人對作業系統擁有何種程度的掌控權？,0.8498809337615967,0.8390393257141113,1.0,0.8284398019313812,,0.8793400153517723,5,
金融機構委託雲端服務業者處理客戶資料時，若儲存地位於境外，對於當地資料保護法規有何要求？,金融機構委託雲端服務業者處理客戶資料時，若儲存地位於境外，對於當地資料保護法規有何要求？,0.8183656930923462,0.8529419898986816,1.0,0.9544358253479004,,0.9064358770847321,5,
根據第五條，新採購的 ATM 吐鈔模組與控制主機間的通訊指令應具備什麼樣的保護與授權機制？,根據第五條，新採購的 ATM 吐鈔模組與控制主機間的通訊指令應具備什麼樣的保護與授權機制？,0.8999534249305725,0.914272665977478,1.0,0.9379200339317322,,0.9380365312099457,5,
採用 IP 連線之 ATM，若作業系統原廠已不再提供安全更新，金融機構在汰換期間應採取哪些補強措施？,採用 IP 連線之 ATM，若作業系統原廠已不再提供安全更新，金融機構在汰換期間應採取哪些補強措施？,0.8392719030380249,0.6752101381619772,1.0,0.7488800585269928,,0.8158405249317487,5,
根據第六條，在處理 AI 不公正或偏見問題時，應評估哪些個人生理特徵參數是否納入演算法判斷？,根據第六條，在處理 AI 不公正或偏見問題時，應評估哪些個人生理特徵參數是否納入演算法判斷？,0.7872864007949829,0.7428228855133057,0.8875,0.6815910339355469,,0.7748000800609589,5,
金融機構運用 AI 技術與消費者互動時，應如何告知消費者該服務的性質，並提供何種選擇權？,金融機構運用 AI 技術與消費者互動時，應如何告知消費者該服務的性質，並提供何種選擇權？,0.7947506308555603,0.6860775798559189,1.0,0.7556466460227966,,0.809118714183569,5,
根據第二條，保險業經營的「行動服務」具體包含哪四項業務？,根據第二條，保險業經營的「行動服務」具體包含哪四項業務？,0.8503177762031555,0.7763809561729431,1.0,0.7376237511634827,,0.8410806208848953,5,
業務員若因不當招攬受停止招攬處分達六個月以上，在其恢復登錄後的半年內，對其辦理行動服務有何限制？,業務員若因不當招攬受停止招攬處分達六個月以上，在其恢復登錄後的半年內，對其辦理行動服務有何限制？,0.8570489883422852,0.735458771387736,1.0,0.8198788166046143,,0.8530966440836588,5,
根據第九條，消費者取得帳號密碼後，若超過多久時間未再辦理網路投保或保險服務，則該帳號需重新驗證？,根據第九條，消費者取得帳號密碼後，若超過多久時間未再辦理網路投保或保險服務，則該帳號需重新驗證？,0.9034533500671387,0.9143420457839966,1.0,0.8881548643112183,,0.9264875650405884,5,
第十九條規定，對於未經消費者授權之交易所產生的爭議，保險業與消費者的責任歸屬原則為何？,第十九條規定，對於未經消費者授權之交易所產生的爭議，保險業與消費者的責任歸屬原則為何？,0.6950333118438721,0.6723307967185974,1.0,0.7052985429763794,,0.7681656628847122,5,
根據第四條，員工職務異動或離職時，應依據何種程序處理其資訊資產與存取權限？,根據第四條，員工職務異動或離職時，應依據何種程序處理其資訊資產與存取權限？,0.7411966919898987,0.5913123885790507,1.0,0.8839078545570374,,0.8041042337814966,5,
對於第一類及第二類電腦系統的權限配發，應遵循哪兩項核心原則（Least Privilege 與 Need-to-know）？,對於第一類及第二類電腦系統的權限配發，應遵循哪兩項核心原則（Least Privilege 與 Need-to-know）？,0.8141971826553345,0.8488142490386963,1.0,0.5912884920835495,,0.8135749809443951,5,
委託專業機構辦理 App 資安檢測時，應參考哪兩個主要的資安檢測基準？,委託專業機構辦理 App 資安檢測時，應參考哪兩個主要的資安檢測基準？,0.7788071036338806,0.954557478427887,1.0,0.8795314431190491,,0.9032240062952042,5,
針對第一類 App，若偵測到行動裝置疑似遭破解（如 Root 或 Jailbreak），系統應如何提示使用者？,針對第一類 App，若偵測到行動裝置疑似遭破解（如 Root 或 Jailbreak），系統應如何提示使用者？,0.8671616315841675,0.8857296705245972,1.0,0.7102020978927612,,0.8657733500003815,5,
在雲端服務安全控管中，哪一類服務被明確排除在規範範圍之外？,在雲端服務安全控管中，哪一類服務被明確排除在規範範圍之外？,0.8314141035079956,0.7523361444473267,1.0,0.739812970161438,,0.8308908045291901,5,
規範要求社群媒體的內容過濾與監視政策，應至少包含防止哪些機密或隱私外洩的情事？,規範要求社群媒體的內容過濾與監視政策，應至少包含防止哪些機密或隱私外洩的情事？,0.8434706330299377,0.8293760418891907,1.0,0.8051496744155884,,0.8694990873336792,5,
根據第五條，物聯網設備的初始密碼變更，在長度與組成上有何具體建議？,根據第五條，物聯網設備的初始密碼變更，在長度與組成上有何具體建議？,0.7691894769668579,0.8536450266838074,1.0,0.8024789094924927,,0.8563283532857895,5,
若物聯網設備存在已知弱點且無法修補，應採取哪些網路連線限制或監控措施？,若物聯網設備存在已知弱點且無法修補，應採取哪些網路連線限制或監控措施？,0.8152143955230713,0.703395277261734,1.0,0.7086884379386902,,0.8068245276808739,5,
採用靜態密碼進行身分驗證時，密碼連續錯誤達幾次後，公司應進行妥善處理？,採用靜態密碼進行身分驗證時，密碼連續錯誤達幾次後，公司應進行妥善處理？,0.8629752397537231,0.7371685107549032,1.0,0.7255687117576599,,0.8314281155665716,5,
規範中定義的多因子驗證 (MFA)，其安全設計必須具有哪三項技術中的任兩項？,規範中定義的多因子驗證 (MFA)，其安全設計必須具有哪三項技術中的任兩項？,0.8088860511779785,0.8450000882148743,1.0,0.6512817144393921,,0.8262919634580612,5,
在招標作業階段，若委外廠商未符合資安要求事項或服務水準，合約應如何訂定罰責？,在招標作業階段，若委外廠商未符合資安要求事項或服務水準，合約應如何訂定罰責？,0.8399592041969299,0.7666321496168772,1.0,0.8844318389892578,,0.8727557982007662,5,
驗證作業階段中，針對「系統發展類」的委外項目，應要求廠商提供何種安全性檢測證明？,驗證作業階段中，針對「系統發展類」的委外項目，應要求廠商提供何種安全性檢測證明？,0.8370956182479858,0.8435168862342834,1.0,0.9114282131195068,,0.898010179400444,5,
根據第二條，將保單內容拆分為兩部分時，「電子化保險契約條款」可以採哪兩種形式提供給保戶？,根據第二條，將保單內容拆分為兩部分時，「電子化保險契約條款」可以採哪兩種形式提供給保戶？,0.8331886529922485,0.5711585879325867,0.9166666666666666,0.6992101073265076,,0.7550560037295023,5,
保險業保存已簽發之電子保單交易紀錄時，對於儲存媒體與備份頻率有何要求？,保險業保存已簽發之電子保單交易紀錄時，對於儲存媒體與備份頻率有何要求？,0.768722414970398,0.771281898021698,1.0,0.8134878873825073,,0.8383730500936508,5,
根據第三條，期貨商的資訊安全人員及主管每年應參加多少小時以上的資安專業課程訓練？,根據第三條，期貨商的資訊安全人員及主管每年應參加多少小時以上的資安專業課程訓練？,0.8702166080474854,0.802311897277832,0.95,0.6528412699699402,,0.8188424438238144,5,
期貨商對於核心系統的重要組態設定檔案，應採取何種安全保護措施（如加密或儲存方式）？,期貨商對於核心系統的重要組態設定檔案，應採取何種安全保護措施（如加密或儲存方式）？,0.8354967832565308,0.798200398683548,1.0,0.8077614307403564,,0.8603646531701088,5,
證券商對於資訊資產的資料與文件，在保存期限到期後應如何處理？,證券商對於資訊資產的資料與文件，在保存期限到期後應如何處理？,0.8225173950195312,0.8582355380058289,1.0,0.7897369861602783,,0.8676224797964096,5,
針對「異常 IP 登入」的監控，規範列舉了哪三種應設有警示機制的具體態樣？,針對「異常 IP 登入」的監控，規範列舉了哪三種應設有警示機制的具體態樣？,0.8233977556228638,0.7581700285275778,0.95,0.7836865186691284,,0.8288135757048924,5,
發行人於交易平台辦理發行之虛擬通貨（STO），其種類僅限於哪兩種類型？,發行人於交易平台辦理發行之虛擬通貨（STO），其種類僅限於哪兩種類型？,0.7353519201278687,0.8643414974212646,1.0,0.8431998491287231,,0.8607233166694641,5,
專業投資人中之「自然人」，認購每一虛擬通貨募資案的金額上限是多少？,專業投資人中之「自然人」，認購每一虛擬通貨募資案的金額上限是多少？,0.8994635343551636,0.964235246181488,1.0,0.7258931398391724,,0.897397980093956,5,
本注意事項所定義的「重大性」委託作業，包含哪三種具體情形？,本注意事項所定義的「重大性」委託作業，包含哪三種具體情形？,0.8180308938026428,0.5403880774974823,1.0,0.6114960511525472,,0.7424787556131681,5,
期貨商辦理跨境委外作業時，其當年度的查核報告應在年度終了後多久內提報董事會？,期貨商辦理跨境委外作業時，其當年度的查核報告應在年度終了後多久內提報董事會？,0.8996188044548035,0.8968967199325562,1.0,0.6831288933753967,,0.8699111044406891,5,
法人採通信或電子化方式開戶時，對於公司的股東人數與國籍身分有何限制？,法人採通信或電子化方式開戶時，對於公司的股東人數與國籍身分有何限制？,0.8278447389602661,0.6409798959891001,1.0,0.7592264413833618,,0.807012769083182,5,
委託人在網頁簽署開戶契約前，系統對於其閱讀完整內容的時間有何防護設計？,委託人在網頁簽署開戶契約前，系統對於其閱讀完整內容的時間有何防護設計？,0.7647480368614197,0.5759618282318115,0.325,0.9136648178100586,,0.6448436707258225,5,
期貨商發生重大資安事件時，應於知悉事件後多久時間內完成初步通報？,期貨商發生重大資安事件時，應於知悉事件後多久時間內完成初步通報？,0.8408012390136719,0.8734692335128784,1.0,0.7000405788421631,,0.8535777628421783,5,
對於核心系統異常，需滿足哪些特定條件（如影響時數或次數）才符合申報標準？,對於核心系統異常，需滿足哪些特定條件（如影響時數或次數）才符合申報標準？,0.849035382270813,0.726130485534668,1.0,0.8089189529418945,,0.8460212051868439,5,
證券商在評選資訊服務供應商時，應評估其「集中度」並注意什麼樣的風險控管原則？,證券商在評選資訊服務供應商時，應評估其「集中度」並注意什麼樣的風險控管原則？,0.8209903240203857,0.8283169865608215,1.0,0.9385272264480591,,0.8969586342573166,5,
第一類證券商在採購服務或產品時，應載明於規劃設計時納入哪兩項安全機制（Security/Privacy by design）？,第一類證券商在採購服務或產品時，應載明於規劃設計時納入哪兩項安全機制（Security/Privacy by design）？,0.8582173585891724,0.8730902671813965,1.0,0.7731744050979614,,0.8761205077171326,5,
根據第三條，第一類證券商應針對核心系統定義何種時間限制，並在逾越時自動登出？,根據第三條，第一類證券商應針對核心系統定義何種時間限制，並在逾越時自動登出？,0.8039594888687134,0.7437358697255453,1.0,0.769079864025116,,0.8291938056548437,5,
對於「電子式交易資通系統」，身分驗證失敗達幾次後應予以鎖定帳號，且鎖定時間至少多久？,對於「電子式交易資通系統」，身分驗證失敗達幾次後應予以鎖定帳號，且鎖定時間至少多久？,0.8646266460418701,0.8107676357030869,1.0,0.8980735242366791,,0.893366951495409,5,
證券商在進行網路區域劃分時，應獨立劃分出哪些工作網段以落實網段隔離？,證券商在進行網路區域劃分時，應獨立劃分出哪些工作網段以落實網段隔離？,0.8540773391723633,0.807564303278923,1.0,0.9081490635871887,,0.8924476765096188,5,
證券商對於已達到生命週期終止（EOS/EOL）之網路設備，應採取什麼樣的管理作為？,證券商對於已達到生命週期終止（EOS/EOL）之網路設備，應採取什麼樣的管理作為？,0.8572729825973511,0.8160220980644226,1.0,0.8359169960021973,,0.8773030191659927,5,
在本基準中，定義「重要的資料」或「重要的本體裝置」時，主要考量的三項準則為何？,在本基準中，定義「重要的資料」或「重要的本體裝置」時，主要考量的三項準則為何？,0.8384793400764465,0.6331129868825277,1.0,0.5803955594698588,,0.7629969716072083,5,
設備基準中對於「電腦機房」的門窗安全性強度及管理方式（如進出口數量）有何要求？,設備基準中對於「電腦機房」的門窗安全性強度及管理方式（如進出口數量）有何要求？,0.8233122825622559,0.6844223737716675,1.0,0.698703666528066,,0.8016095807154974,5,
